WD_NOnub_Rep1	WD_NOnub_Rep2	WD_NOnub_Rep3	WD_SUMOnub_Rep1	WD_SUMOnub_Rep2	WD_SUMOnub_Rep3
FBgn0040333	1.99703545661603	3.89970849722486	0.997148158623138	1.96647615201023	5.06385682659525	7.14951458965245
FBgn0040334	772.852721710402	721.446071986599	720.938118684529	623.372940187243	711.978269819292	719.036895873618
FBgn0029629	4538.26307515992	4774.21812772753	4783.31971691519	4700.86124138046	4269.84407618511	4198.80778258017
FBgn0011566	490.272204599234	518.661230130906	567.377302256565	532.915037194772	563.100879117392	574.003885626382
FBgn0011606	3564.70829005961	3803.19071191854	3683.46529795387	3913.28754250036	3575.08291957625	3423.59612921643
FBgn0040375	279.584963926244	304.177262783539	312.107373649042	299.88761318156	333.201779189967	287.001942813191
FBgn0040377	0.998517728308013	7.79941699444972	3.98859263449255	26.5474280521381	49.6257969006334	36.7689321753555
FBgn0040388	6860.81531120436	6945.38083355747	6648.98392169908	6965.25853042024	7109.65498453973	6904.38837515008
FBgn0003714	558.171410124179	587.881055956647	501.565523787438	532.915037194772	472.964227603996	489.231069777646
FBgn0001150	44.9332977738606	48.7463562153107	64.814630310504	132.737140260691	82.034480590843	129.712621840837
FBgn0003371	5737.48286685784	5662.3767379705	5473.3462426824	5535.6303679088	5596.57456475307	5609.30487519589
FBgn0003068	28.9570141209324	22.4233238590429	40.8830745035486	54.0780941802813	155.966790259134	142.990291793049
FBgn0024993	317.528637601948	350.973764750237	336.038929455997	396.244944630061	354.469977861667	310.493205036335
FBgn0024996	1043.45102608187	1068.52012823961	981.193788085168	965.539790637023	938.839055650759	929.436896654818
FBgn0024997	4.99258864154007	0.974927124306215	2.99144447586941	3.93295230402046	10.1277136531905	11.2349514980253
FBgn0024991	1483.79734426571	1604.73004660803	1452.84486711391	1677.40415766473	1405.72665506284	1417.64660720537
FBgn0000928	69.8962409815609	62.3953359555977	44.8716671380412	46.2121895722404	19.2426559410619	19.4058253147709
FBgn0000927	0	0.974927124306215	1.99429631724628	2.94971422801535	8.1021709225524	3.06407768127962
FBgn0000520	831.765267680575	893.033245864493	869.513194319376	703.015224343657	814.268177716516	693.502915196288
FBgn0024975	293.564212122556	250.556270946697	288.175817842087	256.625137837335	276.486582732101	245.12621450237
FBgn0003996	15.9762836529282	4.87463562153107	13.9600742207239	17313.8392803741	10339.3828685422	13030.5010192551
FBgn0040384	761.869026699014	733.145197478273	774.784119250178	749.227413915898	859.842889155873	778.275731045024
FBgn0024980	6.98962409815609	6.8244898701435	16.9515186965933	4.91619038002558	3.03831409595715	3.06407768127962
FBgn0000376	1446.85218831831	1489.6886459399	1605.40853538325	1481.73978053971	1873.62702584024	1609.66214189889
FBgn0024973	1285.09231633241	1329.80059755368	1196.57779034777	1364.7344494951	1431.04593919582	1132.68738284637
